,title,artist,rank,date,total_swear,percent_swear
23244,What My World Spins Around,Jordan Davis,40,2023-01-28,0.0,0.0
23245,Staying Alive,DJ Khaled Featuring Drake & Lil Baby,21,2022-09-10,3.0,0.006198347107438017
23246,I Know It,Rod Wave,74,2022-08-27,6.0,0.016129032258064516
23247,Her,Megan Thee Stallion,62,2022-08-27,18.0,0.04285714285714286
23248,Super Freaky Girl,Nicki Minaj,1,2022-08-27,18.0,0.03214285714285714
23249,Where It Ends,Bailey Zimmerman,72,2022-09-10,0.0,0.0
23250,Golden Hour,JVKE,11,2023-01-28,0.0,0.0
23251,Half Of Me,Thomas Rhett Featuring Riley Green,53,2022-10-22,1.0,0.0030959752321981426
23252,Keep Going,"DJ Khaled Featuring Lil Durk, 21 Savage & Roddy Ricch",57,2022-09-10,11.0,0.015256588072122053
23253,I'm Good (Blue),David Guetta & Bebe Rexha,4,2023-01-14,0.0,0.0
23254,It Ain't Safe,DJ Khaled Featuring Nardo Wick & Kodak Black,77,2022-09-10,40.0,0.05547850208044383
23255,La Bachata,Manuel Turizo,67,2022-10-22,0.0,0.0
23256,Wait In The Truck,HARDY Featuring Lainey Wilson,29,2023-02-11,1.0,0.0016863406408094434
23257,Juice WRLD Did,DJ Khaled Featuring Juice WRLD,55,2022-09-10,26.0,0.027111574556830033
23258,Let's Pray,DJ Khaled Featuring Don Toliver & Travis Scott,86,2022-09-10,2.0,0.0041753653444676405
23259,No Secret,DJ Khaled Featuring Drake,78,2022-09-10,0.0,0.0
23260,Pink Venom,BLACKPINK,53,2022-09-10,0.0,0.0
23261,God Did,"DJ Khaled Featuring Rick Ross, Lil Wayne, JAY-Z, John Legend & Fridayy",17,2022-09-10,22.0,0.014945652173913044
23262,Hold Me Closer,Elton John & Britney Spears,6,2022-09-10,0.0,0.0
23263,Big Time,DJ Khaled Featuring Future & Lil Baby,31,2022-09-10,18.0,0.034482758620689655
23264,Beat The Odds,Lil Tjay,36,2022-09-10,16.0,0.030476190476190476
23265,"Burn, Burn, Burn",Zach Bryan,100,2022-09-24,2.0,0.004545454545454545
23266,Talk,Yeat,48,2022-09-24,22.0,0.024858757062146894
23267,Under The Influence,Chris Brown,13,2023-02-11,1.0,0.0032258064516129032
23268,Romantic Homicide,d4vd,35,2022-10-08,0.0,0.0
23269,Thank God,Kane Brown With Katelyn Brown,13,2023-02-25,0.0,0.0
23270,Mary On A Cross,Ghost,90,2022-09-24,0.0,0.0
23271,Snap,Rosa Linn,67,2023-01-28,0.0,0.0
23272,Calm Down,Rema & Selena Gomez,3,2023-07-01,0.0,0.0
23273,Static,Steve Lacy,78,2022-10-08,3.0,0.024793388429752067
23274,Purge Me,YoungBoy Never Broke Again,95,2022-09-24,5.0,0.012594458438287154
23275,Flawless,Yeat Featuring Lil Uzi Vert,77,2022-09-24,15.0,0.024958402662229616
23276,Don't Come Lookin',Jackson Dean,52,2022-10-22,0.0,0.0
23277,Detox,Lil Baby,64,2022-09-24,8.0,0.014787430683918669
23278,Put It On Me,YoungBoy Never Broke Again,66,2022-09-24,31.0,0.05272108843537415
23279,Freestyle,Lil Baby,59,2023-02-11,26.0,0.043697478991596636
23280,Star Walkin' (League Of Legends Worlds Anthem),Lil Nas X,32,2022-10-08,4.0,0.00904977375565611
23281,Tomorrow 2,GloRilla & Cardi B,9,2022-10-08,62.0,0.060019361084220714
23282,Unholy,Sam Smith & Kim Petras,2,2022-10-22,0.0,0.0
23283,Down Home,Jimmie Allen,61,2023-01-14,0.0,0.0
23284,Dark Red,Steve Lacy,78,2022-10-22,0.0,0.0
23285,Soul,Lee Brice,85,2022-10-08,0.0,0.0
23286,No Se Va,Grupo Frontera,57,2022-10-22,0.0,0.0
23287,Oklahoma Smokeshow,Zach Bryan,84,2023-09-23,1.0,0.0033112582781456954
23288,World's Smallest Violin,AJR,91,2022-10-22,2.0,0.004761904761904762
23289,Blow,Moneybagg Yo,96,2022-10-08,10.0,0.011614401858304297
23290,Out In The Middle,Zac Brown Band,87,2022-10-22,0.0,0.0
23291,Evergreen,Omar Apollo,53,2022-10-08,0.0,0.0
23292,Billie Eilish.,Armani White,58,2022-10-22,21.0,0.06422018348623854
23293,Shut Down,BLACKPINK,67,2022-10-08,0.0,0.0
23294,Walk,Kodak Black,100,2022-10-22,15.0,0.030181086519114688
23295,Gotta Move On,Diddy & Bryson Tiller,90,2022-10-22,1.0,0.0018587360594795538
23296,Forget Me,Lewis Capaldi,63,2023-01-28,0.0,0.0
23297,What He Didn't Do,Carly Pearce,47,2023-04-08,4.0,0.01015228426395939
23298,Lokera,"Rauw Alejandro, Lyanno & Brray",99,2022-10-22,1.0,0.0019305019305019305
23299,Toxic,YG,94,2022-10-22,5.0,0.007032348804500703
23300,Heyy,Lil Baby,55,2022-11-05,12.0,0.015544041450777202
23301,Poland,Lil Yachty,65,2022-10-22,0.0,0.0
