,title,artist,rank,date,total_swear,percent_swear
7735,Dog Eat Dog,Ted Nugent,91,1976-12-04,0.0,0.0
7736,You're My Driving Wheel,The Supremes,85,1977-01-01,0.0,0.0
7737,Laid Back Love,Major Harris,91,1976-12-18,0.0,0.0
7738,Living Next Door To Alice,Smokie,25,1977-02-26,1.0,0.0026595744680851063
7739,Sorry Seems To Be The Hardest Word,Elton John,6,1977-01-01,0.0,0.0
7740,"9,999,999 Tears",Dickey Lee,52,1977-01-15,0.0,0.0
7741,St. Charles,Jefferson Starship,64,1977-01-01,0.0,0.0
7742,It Keeps You Runnin',The Doobie Brothers,37,1977-01-29,0.0,0.0
7743,Ain't Nothing Like The Real Thing,Donny & Marie Osmond,21,1977-02-12,0.0,0.0
7744,Drivin' Wheel,Foghat,34,1977-01-15,0.0,0.0
7745,Torn Between Two Lovers,Mary Macgregor,1,1977-02-12,0.0,0.0
7746,What Can I Say,Boz Scaggs,42,1977-01-01,0.0,0.0
7747,Weekend In New England,Barry Manilow,10,1977-02-26,0.0,0.0
7748,I Like To Do It,KC And The Sunshine Band,39,1977-01-29,0.0,0.0
7749,Caledonia,Robin Trower,82,1977-01-15,0.0,0.0
7750,"Ob-la-di, Ob-la-da",The Beatles,49,1976-12-18,0.0,0.0
7751,Night Moves,Bob Seger,4,1977-03-12,0.0,0.0
7752,Fly Like An Eagle,Steve Miller,2,1977-03-12,0.0,0.0
7753,Hard Luck Woman,KISS,15,1977-02-26,0.0,0.0
7754,Save It For A Rainy Day,Stephen Bishop,22,1977-02-26,0.0,0.0
7755,New Kid In Town,Eagles,1,1977-02-26,0.0,0.0
7756,Dancing Queen,ABBA,1,1977-04-09,0.0,0.0
7757,Dreamboat Annie,Heart,43,1977-01-29,0.0,0.0
7758,Yesterday's Hero,Bay City Rollers,56,1977-01-01,0.0,0.0
7759,"Evergreen (Love Theme From ""A Star Is Born"")",Barbra Streisand,1,1977-03-12,0.0,0.0
7760,Year Of The Cat,Al Stewart,8,1977-03-12,0.0,0.0
7761,Happier,Paul Anka,64,1977-01-15,0.0,0.0
7762,Don't Leave Me This Way,Thelma Houston,1,1977-04-23,0.0,0.0
7763,I Can't Ask For Anymore Than You,Cliff Richard,80,1977-01-01,0.0,0.0
7764,Free,Deniece Williams,26,1977-04-09,0.0,0.0
7765,White Bird,David Laflamme,91,1977-01-01,0.0,0.0
7766,"Baby, You Look Good To Me Tonight",John Denver,65,1977-01-29,0.0,0.0
7767,Carry On Wayward Son,Kansas,11,1977-04-09,0.0,0.0
7768,Hey Baby,J.J. Cale,96,1977-01-01,0.0,0.0
7769,When Love Is New,Arthur Prysock,64,1977-02-12,0.0,0.0
7770,Be My Girl,The Dramatics,53,1977-03-26,0.0,0.0
7771,Hail! Hail! Rock And Roll!,Starland Vocal Band,77,1977-01-29,0.0,0.0
7772,Boogie Child,Bee Gees,12,1977-03-12,0.0,0.0
7773,Fly By Night/In The Mood,Rush,88,1977-01-29,0.0,0.0
7774,Pirate,Cher,96,1977-01-15,0.0,0.0
7775,Fancy Dancer,Commodores,42,1977-02-12,0.0,0.0
7776,Go Your Own Way,Fleetwood Mac,10,1977-03-12,0.0,0.0
7777,The Things We Do For Love,10cc,5,1977-04-23,0.0,0.0
7778,Say You'll Stay Until Tomorrow,Tom Jones,15,1977-03-26,0.0,0.0
7779,Baby Don't You Know,Wild Cherry,43,1977-02-12,0.0,0.0
7780,Love To The World,L.T.D.,91,1977-02-12,0.0,0.0
7781,Feel The Beat (Everybody Disco),Ohio Players,68,1977-02-12,0.0,0.0
7782,You Know Like I Know,Ozark Mountain Daredevils,74,1977-04-09,0.0,0.0
7783,I've Got Love On My Mind,Natalie Cole,6,1977-04-23,0.0,0.0
7784,Reach,Orleans,51,1977-03-12,0.0,0.0
7785,So In To You,Atlanta Rhythm Section,7,1977-05-07,0.0,0.0
7786,Hey Baby,Ringo Starr,74,1977-02-12,0.0,0.0
7787,Daddy Cool,Boney M.,65,1977-02-12,0.0,0.0
7788,Shakey Ground,Phoebe Snow,70,1977-02-12,0.0,0.0
7789,Turn Loose Of My Leg,Jim Stafford,99,1977-01-29,0.0,0.0
7790,Crackerbox Palace,George Harrison,19,1977-03-26,0.0,0.0
7791,Long Time,Boston,22,1977-03-12,0.0,0.0
7792,Gloria,Enchantment,26,1977-03-26,0.0,0.0
7793,Right Time Of The Night,Jennifer Warnes,6,1977-05-07,0.0,0.0
7794,Rich Girl,Daryl Hall John Oates,1,1977-03-26,6.0,0.014423076923076924
7795,Sam,Olivia Newton-John,20,1977-04-09,0.0,0.0
7796,Don't Give Up On Us,David Soul,2,1977-04-09,0.0,0.0
7797,"Darlin' Darlin' Baby (Sweet, Tender, Love)",The O'Jays,76,1977-01-29,0.0,0.0
7798,Here Come Those Tears Again,Jackson Browne,23,1977-03-26,0.0,0.0
7799,The First Cut Is The Deepest,Rod Stewart,22,1977-04-09,0.0,0.0
7800,Bite Your Lip (Get up and dance!),Elton John,28,1977-03-12,0.0,0.0
7801,Here Is Where Your Love Belongs,The Sons Of Champlin,80,1977-02-26,0.0,0.0
7802,Look Into Your Heart,Aretha Franklin,82,1977-02-26,0.0,0.0
7803,Dedication,Bay City Rollers,60,1977-03-26,0.0,0.0
7804,At Midnight (My Love Will Lift You Up),Rufus Featuring Chaka Khan,30,1977-04-09,0.0,0.0
7805,Reaching For The World,Harold Melvin And The Blue Notes,74,1977-02-26,0.0,0.0
7806,I'll Always Call Your Name,Little River Band,67,1977-02-26,0.0,0.0
7807,Dreamin,Loleatta Holloway,77,1977-03-26,1.0,0.0018315018315018315
7808,Southern Nights,Glen Campbell,2,1977-04-23,0.0,0.0
7809,Maybe I'm Amazed,Wings,11,1977-03-26,0.0,0.0
7810,Somethin' 'bout 'cha,Latimore,38,1977-03-26,0.0,0.0
7811,Too Hot To Stop (Pt. 1),The Bar-Kays,76,1977-02-26,0.0,0.0
7812,Do Ya,Electric Light Orchestra,25,1977-03-26,1.0,0.0026954177897574125
7813,I'm Your Boogie Man,KC And The Sunshine Band,2,1977-06-04,0.0,0.0
7814,There Will Come A Day (I'm Gonna Happen To You),Smokey Robinson,42,1977-04-23,0.0,0.0
7815,Bodyheat (Part 1),James Brown,88,1977-03-12,0.0,0.0
7816,Magical Mystery Tour,Ambrosia,39,1977-04-09,0.0,0.0
7817,I Wanna Get Next To You,Rose Royce,10,1977-05-07,0.0,0.0
7818,Angel In Your Arms,Hot,6,1977-07-16,0.0,0.0
7819,Race Among The Ruins,Gordon Lightfoot,67,1977-03-12,0.0,0.0
7820,I'm Scared,Burton Cummings,62,1977-03-12,0.0,0.0
7821,When I Need You,Leo Sayer,2,1977-05-07,0.0,0.0
7822,Tryin' To Love Two,William Bell,11,1977-04-23,0.0,0.0
7823,"N.y., You Got Me Dancing",Andrea True Connection,27,1977-04-23,0.0,0.0
7824,All Strung Out On You,John Travolta,34,1977-03-26,0.0,0.0
7825,Couldn't Get It Right,Climax Blues Band,3,1977-05-21,0.0,0.0
7826,Hotel California,Eagles,1,1977-05-07,1.0,0.002849002849002849
7827,Dancin',Crown Heights Affair,42,1977-05-07,0.0,0.0
7828,Do What You Wanna Do,T-Connection,46,1977-06-18,0.0,0.0
7829,I Think We're Alone Now,The Rubinoos,46,1977-05-07,0.0,0.0
7830,Disco Inferno,The Trammps,11,1978-06-03,0.0,0.0
7831,Lido Shuffle,Boz Scaggs,11,1977-05-21,0.0,0.0
7832,My Sweet Lady,John Denver,34,1977-05-07,0.0,0.0
7833,Heard It In A Love Song,The Marshall Tucker Band,14,1977-06-18,1.0,0.0034965034965034965
7834,Your Own Special Way,Genesis,63,1977-03-26,0.0,0.0
7835,Time Is Movin',The Blackbyrds,95,1977-03-26,0.0,0.0
7836,It Ain't Easy Comin' Down,Charlene,97,1977-03-26,0.0,0.0
7837,Dancin' Man,Q,23,1977-05-21,0.0,0.0
7838,Phantom Writer,Gary Wright,43,1977-04-09,0.0,0.0
7839,Your Love,Marilyn McCoo & Billy Davis Jr.,15,1977-05-07,0.0,0.0
7840,Whodunit,Tavares,22,1977-06-04,0.0,0.0
7841,You're Throwing A Good Love Away,The Spinners,43,1977-04-23,0.0,0.0
7842,Hello Stranger,Yvonne Elliman,15,1977-05-21,0.0,0.0
7843,I'll Be Standing By,Foghat,67,1977-04-09,0.0,0.0
7844,Cherry Baby,Starz,33,1977-05-07,0.0,0.0
7845,Lonely Boy,Andrew Gold,7,1977-06-18,0.0,0.0
7846,Calling Dr. Love,KISS,16,1977-05-21,0.0,0.0
7847,Can't Stop Dancin',Captain & Tennille,13,1977-05-07,0.0,0.0
7848,Tie Your Mother Down,Queen,49,1977-04-09,0.0,0.0
7849,Lucille,Kenny Rogers,5,1977-06-18,0.0,0.0
7850,Rock And Roll Star,Champagne,84,1977-03-26,0.0,0.0
7851,Slowdown,John Miles,35,1977-06-04,0.0,0.0
7852,You Take My Heart Away,James Darren,52,1977-05-07,0.0,0.0
7853,It Feels So Good To Be Loved So Bad,The Manhattans,66,1977-06-04,0.0,0.0
7854,If You've Got The Time,The Babys,88,1977-03-26,0.0,0.0
7855,Cinderella,Firefall,36,1977-05-07,1.0,0.003968253968253968
7856,Feels Like The First Time,Foreigner,4,1977-06-18,0.0,0.0
7857,Arrested For Driving While Blind,ZZ Top,91,1977-04-23,0.0,0.0
7858,Sing,Tony Orlando & Dawn,58,1977-04-23,0.0,0.0
7859,Sleepwalker,The Kinks,48,1977-05-07,0.0,0.0
7860,Margaritaville,Jimmy Buffett,8,1977-07-30,3.0,0.014423076923076924
7861,Ain't Gonna Bump No More (with No Big Fat Woman),Joe Tex,12,1977-06-18,0.0,0.0
7862,Love's Grown Deep,Kenny Nolan,21,1977-07-02,0.0,0.0
7863,You're Movin' Out Today,Bette Midler,43,1977-06-18,0.0,0.0
7864,Deeply,Anson Williams,93,1977-04-23,0.0,0.0
7865,Show You The Way To Go,The Jacksons,28,1977-05-21,0.0,0.0
7866,Undercover Angel,Alan O'Day,2,1977-07-02,0.0,0.0
7867,Brooklyn,Cody Jameson,77,1977-04-23,0.0,0.0
7868,Sound And Vision,David Bowie,69,1977-05-07,0.0,0.0
7869,The Whistler,Jethro Tull,59,1977-05-07,0.0,0.0
7870,Back In The Saddle,Aerosmith,38,1977-05-07,0.0,0.0
7871,You Are On My Mind,Chicago,49,1977-05-07,0.0,0.0
7872,Slow Dancin' Don't Turn Me On,Addrisi Brothers,20,1977-06-18,0.0,0.0
7873,Hold Back The Night,Graham Parker And The Rumour,62,1977-05-07,0.0,0.0
7874,Sir Duke,Stevie Wonder,1,1977-05-21,0.0,0.0
7875,Got To Give It Up (Pt. I),Marvin Gaye,2,1977-06-18,0.0,0.0
7876,This Girl (Has Turned Into A Woman),Mary Macgregor,46,1977-05-21,0.0,0.0
7877,"Gonna Fly Now (Theme From ""Rocky"")",Maynard Ferguson,29,1977-06-18,0.0,0.0
7878,That Magic Touch,Angel,77,1977-05-07,0.0,0.0
7879,Gonna Fly Now,Bill Conti,1,1977-07-02,0.0,0.0
7880,Do You Wanna Make Love,Peter Mccann,5,1977-08-13,0.0,0.0
7881,This Is The Way That I Feel,Marie Osmond,39,1977-06-04,0.0,0.0
7882,I Just Want To Be Your Everything,Andy Gibb,1,1977-07-30,0.0,0.0
7883,Mainstreet,Bob Seger,24,1977-06-04,0.0,0.0
7884,Whatcha Gonna Do?,Pablo Cruise,6,1977-08-27,0.0,0.0
7885,On The Border,Al Stewart,42,1977-05-21,0.0,0.0
7886,Dreams,Fleetwood Mac,1,1977-06-18,0.0,0.0
7887,High School Dance,The Sylvers,17,1977-07-16,0.0,0.0
7888,Ariel,Dean Friedman,27,1977-06-18,0.0,0.0
7889,Hooked On You,Bread,61,1977-05-21,0.0,0.0
7890,Everybody Be Dancin',Starbuck,39,1977-05-21,0.0,0.0
7891,You're My World,Helen Reddy,18,1977-07-30,0.0,0.0
7892,You And Me,Alice Cooper,9,1977-08-13,0.0,0.0
7893,Jet Airliner,The Steve Miller Band,8,1977-07-16,2.0,0.006269592476489028
7894,I Need A Man,Grace Jones,85,1977-05-21,0.0,0.0
7895,I Caught Your Act,The Hues Corporation,92,1977-05-07,0.0,0.0
7896,(Your Love Has Lifted Me) Higher And Higher,Rita Coolidge,2,1977-09-10,0.0,0.0
7897,Looks Like We Made It,Barry Manilow,2,1977-07-16,0.0,0.0
7898,Fly At Night,Chilliwack,75,1977-05-07,0.0,0.0
7899,"Luckenbach, Texas (Back To The Basics Of Love)",Waylon Jennings,25,1977-07-16,0.0,0.0
7900,On And On,Stephen Bishop,11,1977-10-08,0.0,0.0
7901,It's Sad To Belong,England Dan & John Ford Coley,23,1977-07-16,0.0,0.0
7902,Going In With My Eyes Open,David Soul,56,1977-06-04,0.0,0.0
7903,I Gotta Keep Dancin',Carrie,64,1977-06-04,0.0,0.0
7904,My Best Friend's Wife,Paul Anka,80,1977-05-07,1.0,0.00558659217877095
7905,Solsbury Hill,Peter Gabriel,68,1977-05-21,0.0,0.0
7906,Back Together Again,Daryl Hall John Oates,28,1977-06-18,0.0,0.0
7907,Discomania,The Lovers,100,1977-05-21,0.0,0.0
7908,All You Get From Love Is A Love Song,Carpenters,35,1977-07-02,0.0,0.0
7909,Feel The Need,Detroit Emeralds,93,1977-05-21,0.0,0.0
7910,Da Doo Ron Ron,Shaun Cassidy,1,1977-07-16,0.0,0.0
7911,Hot To Trot,Wild Cherry,95,1977-05-21,1.0,0.002364066193853428
7912,All The Kids On The Street,The Hollywood Stars,94,1977-05-21,0.0,0.0
7913,I Don't Love You Anymore,Teddy Pendergrass,41,1977-07-16,0.0,0.0
7914,Life In The Fast Lane,Eagles,11,1977-07-02,1.0,0.002976190476190476
7915,People In Love,10cc,41,1977-06-18,0.0,0.0
7916,The Pretender,Jackson Browne,60,1977-06-04,0.0,0.0
7917,Devil's Gun,C.J. & Company,36,1977-07-16,0.0,0.0
7918,My Heart Belongs To Me,Barbra Streisand,4,1977-07-30,0.0,0.0
7919,Watch Closely Now,Kris Kristofferson,52,1977-06-18,0.0,0.0
7920,Runaway,Bonnie Raitt,57,1977-07-16,0.0,0.0
7921,Burnin' Sky,Bad Company,81,1977-06-04,0.0,0.0
7922,"Knowing Me, Knowing You",ABBA,14,1977-07-30,0.0,0.0
7923,Peace Of Mind,Boston,38,1977-06-18,0.0,0.0
7924,Barracuda,Heart,12,1977-08-27,0.0,0.0
7925,Amarillo,Neil Sedaka,44,1977-07-02,0.0,0.0
7926,You Made Me Believe In Magic,Bay City Rollers,10,1977-08-13,0.0,0.0
7927,Just A Song Before I Go,"Crosby, Stills & Nash",7,1977-08-27,0.0,0.0
7928,Easy,Commodores,4,1977-08-27,0.0,0.0
7929,Give A Little Bit,Supertramp,15,1977-08-27,0.0,0.0
7930,So High (rock Me Baby And Roll Me Away),Dave Mason,89,1977-06-04,0.0,0.0
7931,Lady (put The Light On Me),Brownsville Station,46,1977-07-30,0.0,0.0
7932,While I'm Alone,Maze Featuring Frankie Beverly,89,1977-07-30,0.0,0.0
7933,Ridin' The Storm Out,REO Speedwagon,94,1977-06-04,0.0,0.0
7934,Lose Again,Linda Ronstadt,76,1977-07-02,0.0,0.0
7935,Don't Turn The Light Out,Cliff Richard,57,1977-07-02,0.0,0.0
7936,Neon Nites,Atlanta Rhythm Section,42,1977-07-02,0.0,0.0
7937,If It's The Last Thing I Do,Thelma Houston,51,1977-07-16,0.0,0.0
7938,Telephone Man,Meri Wilson,18,1977-08-27,0.0,0.0
7939,I'm Going Down,Rose Royce,70,1977-07-16,0.0,0.0
7940,Come In From The Rain,Captain & Tennille,61,1977-07-02,0.0,0.0
7941,Break It To Me Gently,Aretha Franklin,88,1977-06-18,0.0,0.0
7942,Making A Good Thing Better,Olivia Newton-John,87,1977-07-02,0.0,0.0
7943,It Was Almost Like A Song,Ronnie Milsap,16,1977-10-22,0.0,0.0
7944,Light Of A Clear Blue Morning,Dolly Parton,87,1977-07-16,0.0,0.0
7945,Best Of My Love,The Emotions,1,1977-08-27,0.0,0.0
7946,Telephone Line,Electric Light Orchestra,7,1977-09-24,0.0,0.0
7947,Slide,Slave,32,1977-08-27,0.0,0.0
7948,Only The Lucky,Walter Egan,82,1977-07-16,0.0,0.0
7949,Seaside Woman,Suzy And The Red Stripes,59,1977-07-16,0.0,0.0
7950,Baby Don't Change Your Mind,Gladys Knight And The Pips,55,1977-07-02,0.0,0.0
7951,Superman,Celi Bee & The Buzzy Bunch,45,1977-07-30,0.0,0.0
7952,Black Betty,Ram Jam,19,1977-08-27,2.0,0.016129032258064516
7953,Handy Man,James Taylor,4,1977-09-10,0.0,0.0
7954,(Remember The Days Of The) Old Schoolyard,Cat Stevens,34,1977-07-30,0.0,0.0
7955,Strawberry Letter 23,The Brothers Johnson,5,1977-09-24,0.0,0.0
7956,Livin' In The Life,The Isley Brothers,41,1977-07-30,0.0,0.0
7957,"Sing It, Shout It",Starz,72,1977-07-02,0.0,0.0
7958,Don't Worry Baby,B.J. Thomas,17,1977-09-24,0.0,0.0
7959,Swayin' To The Music (slow Dancin'),Johnny Rivers,10,1977-10-22,0.0,0.0
7960,Walk Right In,Dr. Hook,49,1977-07-30,0.0,0.0
7961,Gonna Love You More,George Benson,71,1977-07-30,0.0,0.0
7962,This Will Be A Night To Remember,Eddie Holman,90,1977-07-02,0.0,0.0
7963,I Can't Help Myself,Eddie Rabbitt,77,1977-08-13,0.0,0.0
7964,Sheena Is A Punk Rocker,The Ramones,81,1977-09-24,0.0,0.0
7965,The Doodle Song,Frankie Miller,74,1977-07-02,0.0,0.0
7966,Way Down,Elvis Presley,18,1977-09-24,0.0,0.0
7967,L.a. Sunshine,War,46,1977-08-27,0.0,0.0
7968,It's A Crazy World,Mac McAnally,37,1977-08-13,0.0,0.0
7969,Float On,The Floaters,2,1977-09-24,0.0,0.0
7970,Don't Stop,Fleetwood Mac,3,1977-09-24,0.0,0.0
7971,How Much Love,Leo Sayer,17,1977-08-27,0.0,0.0
7972,Flame,Steve Sperry,91,1977-07-30,0.0,0.0
7973,Down The Hall,The 4 Seasons,65,1977-08-13,0.0,0.0
7974,Rock And Roll Never Forgets,Bob Seger,41,1977-08-13,0.0,0.0
7975,Sunflower,Glen Campbell,40,1977-08-13,0.0,0.0
7976,Christine Sixteen,KISS,25,1977-09-10,0.0,0.0
7977,So You Win Again,Hot Chocolate,31,1977-09-10,0.0,0.0
7978,In The Middle,Tim Moore,75,1977-07-30,0.0,0.0
7979,A Real Mother For Ya,Johnny Guitar Watson,41,1977-08-27,2.0,0.0038314176245210726
7980,Edge Of The Universe,Bee Gees,26,1977-09-10,0.0,0.0
7981,Keep It Comin' Love,KC And The Sunshine Band,2,1977-10-08,0.0,0.0
7982,Party Lights,Natalie Cole,79,1977-08-13,0.0,0.0
7983,I'm Dreaming,Jennifer Warnes,50,1977-09-10,0.0,0.0
7984,Hurry Sundown,Outlaws,60,1977-08-27,0.0,0.0
7985,Boogie Nights,Heatwave,2,1977-11-19,0.0,0.0
7986,O-H-I-O,Ohio Players,45,1977-08-27,0.0,0.0
7987,The Greatest Love Of All,George Benson,24,1977-10-08,0.0,0.0
7988,Little Darling (i Need You),The Doobie Brothers,48,1977-08-27,0.0,0.0
7989,I Believe In Love,Kenny Loggins,66,1977-09-10,0.0,0.0
7990,See You When I Git There,Lou Rawls,66,1977-08-13,0.0,0.0
7991,It's Uncanny,Daryl Hall John Oates,80,1977-08-13,0.0,0.0
7992,Cold As Ice,Foreigner,6,1977-10-22,0.0,0.0
7993,Hard Rock Cafe,Carole King,32,1977-09-10,0.0,0.0
7994,That's Rock 'N' Roll,Shaun Cassidy,3,1977-10-22,0.0,0.0
7995,Nobody Does It Better,Carly Simon,2,1977-10-22,0.0,0.0
7996,Jungle Love,The Steve Miller Band,23,1977-10-08,0.0,0.0
7997,Make It With You,The Whispers,94,1977-08-27,0.0,0.0
7998,I Feel Love,Donna Summer,7,1977-10-29,0.0,0.0
7999,My Cherie Amour,Soul Train Gang,92,1977-08-13,0.0,0.0
8000,Just Remember I Love You,Firefall,11,1977-11-19,0.0,0.0
8001,Don't It Make My Brown Eyes Blue,Crystal Gayle,2,1977-12-03,0.0,0.0
8002,Good Morning Judge,10cc,69,1977-09-24,0.0,0.0
8003,Indian Summer,Poco,56,1977-09-10,0.0,0.0
8004,Cat Scratch Fever,Ted Nugent,30,1977-10-08,1.0,0.004524886877828055
8005,Daytime Friends,Kenny Rogers,29,1977-09-24,0.0,0.0
8006,Help Is On Its Way,Little River Band,14,1977-11-19,0.0,0.0
8007,I Believe You,Dorothy Moore,27,1977-10-22,0.0,0.0
8008,Sunshine,Enchantment,45,1977-09-24,0.0,0.0
8009,Funk It Up (David's Song),Sweet,88,1977-09-10,0.0,0.0
8010,Let's Clean Up The Ghetto,Philadelphia International All Stars,91,1977-08-27,0.0,0.0
8011,For A While,Mary Macgregor,90,1977-08-27,0.0,0.0
8012,Heaven On The 7th Floor,Paul Nicholas,6,1977-12-03,0.0,0.0
8013,Ma Baker,Boney M.,96,1977-08-27,0.0,0.0
8014,Turning To You,Charlie,100,1977-08-27,0.0,0.0
8015,Another Star,Stevie Wonder,32,1977-10-08,0.0,0.0
8016,"Signed, Sealed, Delivered (I'm Yours)",Peter Frampton,18,1977-10-29,0.0,0.0
8017,It's Ecstasy When You Lay Down Next To Me,Barry White,4,1977-11-19,0.0,0.0
8018,I Wouldn't Want To Be Like You,Alan Parsons,36,1977-10-08,0.0,0.0
8019,Can't You See,The Marshall Tucker Band,75,1977-09-24,0.0,0.0
8020,The Martian Boogie,Brownsville Station,59,1977-09-24,1.0,0.002403846153846154
8021,Nothing But A Breeze,Jesse Winchester,86,1977-08-27,0.0,0.0
8022,Surfin' USA,Leif Garrett,20,1977-10-29,0.0,0.0
8023,I Go Crazy,Paul Davis,7,1978-03-25,0.0,0.0
8024,If I Have To Go Away,Jigsaw,95,1977-09-10,0.0,0.0
8025,Brick House,Commodores,6,1977-10-29,0.0,0.0
8026,She Did It,Eric Carmen,24,1977-10-29,0.0,0.0
8027,Blue Bayou,Linda Ronstadt,3,1977-12-17,0.0,0.0
8028,Love Me One More Time (Just For Old Times Sake),Karen Nelson And Billy T,79,1977-09-24,0.0,0.0
8029,The King Is Gone,Ronnie McDowell,13,1977-10-22,0.0,0.0
8030,My Own Way To Rock,Burton Cummings,74,1977-09-24,0.0,0.0
8031,C'est La Vie,Greg Lake,91,1977-09-10,0.0,0.0
8032,Some Enchanted Evening,Jane Olivor,91,1977-09-24,0.0,0.0
8033,Baby Love,Mother's Finest,58,1977-10-08,0.0,0.0
8034,Dog Days,Atlanta Rhythm Section,65,1977-09-24,0.0,0.0
8035,You Light Up My Life,Debby Boone,1,1977-10-22,0.0,0.0
8036,We Just Disagree,Dave Mason,12,1977-12-03,0.0,0.0
8037,Dusic,Brick,19,1977-11-19,0.0,0.0
8038,Silver Lady,David Soul,57,1977-10-08,0.0,0.0
8039,Hold On,Wild Cherry,61,1977-09-24,0.0,0.0
8040,We're All Alone,Rita Coolidge,7,1977-12-03,0.0,0.0
8041,"Baby, What A Big Surprise",Chicago,4,1977-12-03,0.0,0.0
8042,"Changes In Latitudes, Changes In Attitudes",Jimmy Buffett,38,1977-10-22,1.0,0.003215434083601286
8043,Does She Do It Like She Dances,Addrisi Brothers,74,1977-10-08,0.0,0.0
8044,How Deep Is Your Love,Bee Gees,1,1977-12-31,0.0,0.0
8045,Come Sail Away,Styx,8,1978-01-28,0.0,0.0
8046,Love Gun,KISS,61,1977-10-22,0.0,0.0
8047,You Can't Turn Me Off (In The Middle Of Turning Me On),High Inergy,12,1977-12-31,0.0,0.0
8048,Little Queen,Heart,62,1977-10-08,0.0,0.0
8049,A Place In The Sun,Pablo Cruise,42,1977-10-22,0.0,0.0
8050,Needles And Pins,Smokie,68,1977-10-08,0.0,0.0
8051,I've Never Been To Me,Charlene,3,1982-05-29,0.0,0.0
8052,Calling Occupants Of Interplanetary Craft,Carpenters,33,1977-11-19,0.0,0.0
8053,It's So Easy,Linda Ronstadt,5,1977-12-17,0.0,0.0
8054,Be My Lady,The Meters,78,1977-10-08,0.0,0.0
8055,Thunder In My Heart,Leo Sayer,42,1977-10-29,0.0,0.0
8056,Baby Come Back,Player,1,1978-01-14,0.0,0.0
8057,Disco 9000,Johnnie Taylor,86,1977-10-08,0.0,0.0
8058,Isn't It Time,The Babys,13,1977-12-31,0.0,0.0
8059,Echoes Of Love,The Doobie Brothers,76,1977-10-29,0.0,0.0
8060,Goin' Places,The Jacksons,57,1977-10-29,0.0,0.0
8061,The Happy Girls,Helen Reddy,60,1977-10-29,0.0,0.0
8062,Avenging Annie,Roger Daltrey,88,1977-10-22,0.0,0.0
8063,Heaven On Earth (So Fine),The Spinners,89,1977-10-22,0.0,0.0
8064,She's Not There,Santana,27,1977-12-17,0.0,0.0
8065,Fair Game,"Crosby, Stills & Nash",49,1977-10-29,0.0,0.0
8066,Gone Too Far,England Dan & John Ford Coley,24,1977-12-03,0.0,0.0
8067,Your Smiling Face,James Taylor,20,1977-12-17,0.0,0.0
8068,"Started Out Dancing, Ended Up Making Love",Alan O'Day,73,1977-10-22,0.0,0.0
8069,Daybreak,Barry Manilow,23,1977-11-19,0.0,0.0
8070,Spaceship Superstar,Prism,88,1977-10-29,1.0,0.00546448087431694
8071,Draw The Line,Aerosmith,42,1977-11-19,1.0,0.005025125628140704
8072,Georgia Rhythm,Atlanta Rhythm Section,79,1977-10-29,0.0,0.0
8073,Falling,LeBlanc & Carr,14,1978-03-25,0.0,0.0
8074,"Money, Money, Money",ABBA,56,1977-11-19,0.0,0.0
8075,Slip Slidin' Away,Paul Simon,5,1978-01-28,0.0,0.0
8076,The Way I Feel Tonight,Bay City Rollers,24,1978-01-14,0.0,0.0
8077,Sentimental Lady,Bob Welch,8,1978-01-14,0.0,0.0
8078,You're Moving Out Today,Carole Bayer Sager,69,1977-11-19,0.0,0.0
8079,Hard Times,Boz Scaggs,62,1977-10-29,0.0,0.0
8080,From Graceland To The Promised Land,Merle Haggard,58,1977-12-03,0.0,0.0
8081,You Make Loving Fun,Fleetwood Mac,9,1977-12-17,0.0,0.0
8082,We Are The Champions,Queen,4,1978-02-11,0.0,0.0
8083,(Every Time I Turn Around) Back In Love Again,LTD,4,1977-12-31,0.0,0.0
8084,Here You Come Again,Dolly Parton,3,1978-01-14,0.0,0.0
8085,Swingtown,The Steve Miller Band,17,1977-12-31,0.0,0.0
8086,We Never Danced To A Love Song,The Manhattans,93,1977-10-29,0.0,0.0
8087,Don't Let The Flame Burn Out,Jackie DeShannon,74,1977-12-03,0.0,0.0
8088,"Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)",Chic,6,1978-02-25,0.0,0.0
8089,Serpentine Fire,"Earth, Wind & Fire",13,1978-02-11,0.0,0.0
8090,Don't Ask My Neighbors,The Emotions,45,1977-12-03,0.0,0.0
8091,You're In My Heart (The Final Acclaim),Rod Stewart,4,1978-01-14,0.0,0.0
8092,(Love Is) Thicker Than Water,Andy Gibb,1,1978-03-11,0.0,0.0
8093,Breakdown,Tom Petty And The Heartbreakers,42,1978-02-11,0.0,0.0
8094,Bloat On Featuring the Bloaters,Cheech & Chong,42,1977-12-31,0.0,0.0
8095,Don't Let Me Be Misunderstood,Santa Esmeralda Starring Leroy Gomez,17,1978-02-11,0.0,0.0
8096,Point Of Know Return,Kansas,29,1978-01-14,0.0,0.0
8097,My Way,Elvis Presley,22,1977-12-31,0.0,0.0
8098,Runaround Sue,Leif Garrett,14,1978-01-14,0.0,0.0
8099,As,Stevie Wonder,38,1978-01-14,1.0,0.002053388090349076
8100,Hey Deanie,Shaun Cassidy,7,1978-01-14,0.0,0.0
8101,Just The Way You Are,Billy Joel,3,1978-02-25,0.0,0.0
